State,ST_CEN_CD,District,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4
Himachal Pradesh,2,Bilaspur,8,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weightforheight)20 (%),5,1.6
Himachal Pradesh,2,Bilaspur,8,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,17.5,15.7
Himachal Pradesh,2,Bilaspur,8,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,29.1,28.4
Himachal Pradesh,2,Bilaspur,8,Nutritional Status of Women,Women who have high risk waisttohip ratio (‚â•0,53.2,0
Himachal Pradesh,2,Bilaspur,8,Anaemia among Children and Women,Children age 659 months who are anaemic (<11,44.8,28.3
Himachal Pradesh,2,Bilaspur,8,Anaemia among Children and Women,Nonpregnant women age 1549 years who are anaemic (<12,53.4,39.1
Himachal Pradesh,2,Bilaspur,8,Anaemia among Children and Women,Pregnant women age 1549 years who are anaemic (<11,0,38.1
Himachal Pradesh,2,Bilaspur,8,Anaemia among Children and Women,All women age 1549 years who are anaemic22 (%),53,39.1
Himachal Pradesh,2,Bilaspur,8,Anaemia among Children and Women,All women age 1519 years who are anaemic22 (%),55.5,33
Himachal Pradesh,2,Bilaspur,8,Blood Sugar Level among women,Blood sugar level  high (141160 mg/dl)23 (%),9.3,0
Himachal Pradesh,2,Bilaspur,8,Blood Sugar Level among women,Blood sugar level  very high (>160 mg/dl)23 (%),8,0
Himachal Pradesh,2,Bilaspur,8,Blood Sugar Level among women,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),17.9,0
Himachal Pradesh,2,Bilaspur,8,Blood Sugar Level among men,Blood sugar level  high (141160 mg/dl)23 (%),9.8,0
Himachal Pradesh,2,Bilaspur,8,Blood Sugar Level among men,Blood sugar level  very high (>160 mg/dl)23 (%),9.1,0
Himachal Pradesh,2,Bilaspur,8,Blood Sugar Level among men,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),19.9,0
Himachal Pradesh,2,Bilaspur,8,Hypertension among women,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),11.5,0
Himachal Pradesh,2,Bilaspur,8,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),4.3,0
Himachal Pradesh,2,Bilaspur,8,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),22.1,0
Himachal Pradesh,2,Bilaspur,8,Hypertension among men,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),12.1,0
Himachal Pradesh,2,Bilaspur,8,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),4.6,0
Himachal Pradesh,2,Bilaspur,8,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),20.3,0
Himachal Pradesh,2,Bilaspur,8,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.4,0
Himachal Pradesh,2,Bilaspur,8,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0
Himachal Pradesh,2,Bilaspur,8,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.2,0
Himachal Pradesh,2,Bilaspur,8,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),1.8,0
Himachal Pradesh,2,Bilaspur,8,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),33.3,0
Himachal Pradesh,2,Bilaspur,8,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.3,0
Himachal Pradesh,2,Bilaspur,8,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),26.2,0
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Female population age 6 years and above who ever attended school (%),70.1,68.8
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Population below age 15 years (%),25.1,27.5
Himachal Pradesh,2,Chamba,1,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1073,1128
Himachal Pradesh,2,Chamba,1,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1001,936
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),96.7,93.8
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),97.5,0
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Population living in households with electricity (%),99.1,98.5
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Population living in households with an improved drinkingwater source1 (%),85.5,90
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Population living in households that use an improved sanitation facility2 (%),86.5,77.5
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Households using clean fuel for cooking3 (%),35,25.4
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Households using iodized salt (%),99.1,98.7
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),26.8,36.7
Himachal Pradesh,2,Chamba,1,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 201920 (%),14,0
Himachal Pradesh,2,Chamba,1,Characteristics of Women,Women who are literate4 (%),84.1,0
Himachal Pradesh,2,Chamba,1,Characteristics of Women,Women with 10 or more years of schooling (%),50.9,48.4
Himachal Pradesh,2,Chamba,1,Marriage and Fertility,Women age 2024 years married before age 18 years (%),3.8,8.4
Himachal Pradesh,2,Chamba,1,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),1.9,2.8
Himachal Pradesh,2,Chamba,1,Marriage and Fertility,Women age 1519 years who were already mothers or pregnant at the time of the survey (%),2,0.6
Himachal Pradesh,2,Chamba,1,Marriage and Fertility,Women age 1524 years who use hygienic methods of protection during their menstrual period5 (%),87.3,71.8
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Any method6 (%),81.8,51.6
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Any modern method6 (%),65.2,43
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Female sterilization (%),24.4,21.8
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Male sterilization (%),18.4,9.8
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,IUD/PPIUD (%),0.2,0.4
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Pill (%),0.9,1.5
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Condom (%),19.3,9.5
Himachal Pradesh,2,Chamba,1,Current Use of Family Planning Methods,Injectables (%),0,0
Himachal Pradesh,2,Chamba,1,Unmet Need for Family Planning,Total unmet need7 (%),6.2,16.1
Himachal Pradesh,2,Chamba,1,Unmet Need for Family Planning,Unmet need for spacing7 (%),2.9,6.3
Himachal Pradesh,2,Chamba,1,Quality of Family Planning Services,Health worker ever talked to female nonusers about family planning (%),31.8,12.8
Himachal Pradesh,2,Chamba,1,Quality of Family Planning Services,Current users ever told about side effects of current method8 (%),71.7,0
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),75.1,57.2
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),62.7,47.5
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus9 (%),94,85.2
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),65.4,38.9
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),37.4,18.7
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,90.2
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.9,48
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Average outofpocket expenditure per delivery in a public health facility (Rs,4252,2778
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),1.9,0
Himachal Pradesh,2,Chamba,1,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.8,0
Himachal Pradesh,2,Chamba,1,Delivery Care,Institutional births (%),72,56.9
Himachal Pradesh,2,Chamba,1,Delivery Care,Institutional births in public facility (%),64.9,43.4
Himachal Pradesh,2,Chamba,1,Delivery Care,Home births that were conducted by skilled health personnel10 (%),4,3.6
Himachal Pradesh,2,Chamba,1,Delivery Care,Births attended by skilled health personnel10 (%),74.1,60.5
Himachal Pradesh,2,Chamba,1,Delivery Care,Births delivered by caesarean section (%),10.5,10.4
Himachal Pradesh,2,Chamba,1,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),0,51
Himachal Pradesh,2,Chamba,1,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),8.8,8.1
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),100,64.6
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months fully vaccinated based on information from vaccination card only12 (%),100,77.5
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received BCG (%),100,93.5
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of polio vaccine13 (%),100,77.9
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or DPT vaccine (%),100,82.3
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received the first dose of measlescontaining vaccine (MCV) (%),100,84.8
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 2435 months who have received a second dose of measlescontaining vaccine (MCV) (%),52.9,0
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of rotavirus vaccine14 (%),100,0
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who have received 3 doses of penta or hepatitis B vaccine (%),100,70.7
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 935 months who received a vitamin A dose in the last 6 months (%),77.8,60.2
Himachal Pradesh,2,Chamba,1,Child Vaccinations and Vitamin A Supplementation,Children age 1223 months who received most of their vaccinations in a public health facility (%),100,100
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Children age 1223 months who received most of their vaccinations in a private health facility (%),0,0
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2,5.7
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,0
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,0
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,0
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,1.1
Himachal Pradesh,2,Chamba,1,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,82.8
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth15 (%),43.6,32.6
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed16 (%),61.5,77.8
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children age 68 months receiving solid or semisolid food and breastmilk16 (%),0,0
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 623 months receiving an adequate diet16, 17 (%)",18.1,9.1
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,"Nonbreastfeeding children age 623 months receiving an adequate diet16, 17 (%)",0,0
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,"Total children age 623 months receiving an adequate diet16, 17 (%)",19.9,7.6
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (heightforage)18 (%),42.6,29.9
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weightforheight)18 (%),15.4,15
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weightforheight)19 (%),5.8,4.8
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weightforage)18 (%),26,22.5
Himachal Pradesh,2,Chamba,1,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weightforheight)20 (%),9,2.4
Himachal Pradesh,2,Chamba,1,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,14.6,19.1
Himachal Pradesh,2,Chamba,1,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,23.2,20.8
Himachal Pradesh,2,Chamba,1,Nutritional Status of Women,Women who have high risk waisttohip ratio (‚â•0,61.1,0
Himachal Pradesh,2,Chamba,1,Anaemia among Children and Women,Children age 659 months who are anaemic (<11,46.5,66.3
Himachal Pradesh,2,Chamba,1,Anaemia among Children and Women,Nonpregnant women age 1549 years who are anaemic (<12,43.9,50.6
Himachal Pradesh,2,Chamba,1,Anaemia among Children and Women,Pregnant women age 1549 years who are anaemic (<11,38.3,65.8
Himachal Pradesh,2,Chamba,1,Anaemia among Children and Women,All women age 1549 years who are anaemic22 (%),43.7,51.2
Himachal Pradesh,2,Chamba,1,Anaemia among Children and Women,All women age 1519 years who are anaemic22 (%),47.4,50.5
Himachal Pradesh,2,Chamba,1,Blood Sugar Level among women,Blood sugar level  high (141160 mg/dl)23 (%),5.4,0
Himachal Pradesh,2,Chamba,1,Blood Sugar Level among women,Blood sugar level  very high (>160 mg/dl)23 (%),4.4,0
Himachal Pradesh,2,Chamba,1,Blood Sugar Level among women,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),10.6,0
Himachal Pradesh,2,Chamba,1,Blood Sugar Level among men,Blood sugar level  high (141160 mg/dl)23 (%),6.1,0
Himachal Pradesh,2,Chamba,1,Blood Sugar Level among men,Blood sugar level  very high (>160 mg/dl)23 (%),5,0
Himachal Pradesh,2,Chamba,1,Blood Sugar Level among men,Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),11.5,0
Himachal Pradesh,2,Chamba,1,Hypertension among women,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),11.9,0
Himachal Pradesh,2,Chamba,1,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),3.5,0
Himachal Pradesh,2,Chamba,1,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),17.8,0
Himachal Pradesh,2,Chamba,1,Hypertension among men,Mildly elevated blood pressure (Systolic 140159 mm of Hg and/or Diastolic 9099 mm of Hg) (%),19.3,0
Himachal Pradesh,2,Chamba,1,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),2.8,0
Himachal Pradesh,2,Chamba,1,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),23.2,0
Himachal Pradesh,2,Chamba,1,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.2,0
Himachal Pradesh,2,Chamba,1,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0
Himachal Pradesh,2,Chamba,1,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0,0
Himachal Pradesh,2,Chamba,1,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),2.5,0
Himachal Pradesh,2,Chamba,1,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),40.3,0
Himachal Pradesh,2,Chamba,1,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.6,0
Himachal Pradesh,2,Chamba,1,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),40.5,0
Himachal Pradesh,2,Hamirpur,6,Population and Household Profile,Female population age 6 years and above who ever attended school (%),86.7,84.8
