State,ST_CEN_CD,District,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4
Uttarakhand,5,Almora,9,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.3,85.5
Uttarakhand,5,Almora,9,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),36.6,0
Uttarakhand,5,Almora,9,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),19.6,0
Uttarakhand,5,Almora,9,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.1,52.3
Uttarakhand,5,Almora,9,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),51.6,62.3
Uttarakhand,5,Almora,9,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100,96.5
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0,3.5
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,15.1
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,64.1
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,11.7
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,43.6
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4,3.4
Uttarakhand,5,Almora,9,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),55.2,63.5
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth15 (%),30.2,29.2
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed16 (%),63,44.1
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),0,48.9
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",20.1,11.1
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,"Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",0,0
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,"Total children age 6-23 months receiving an adequate diet16, 17 (%)",18.1,10.6
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age)18 (%),26,32.9
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height)18 (%),17,14.4
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height)19 (%),6.1,7.7
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age)18 (%),22.9,22.5
Uttarakhand,5,Almora,9,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height)20 (%),4.4,4.1
Uttarakhand,5,Almora,9,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,15.6,24.8
Uttarakhand,5,Almora,9,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,19.5,9.2
Uttarakhand,5,Almora,9,Nutritional Status of Women,Women who have high risk waist-to-hip ratio (‚â•0,58.1,0
Uttarakhand,5,Almora,9,Anaemia among Children and Women,Children age 6-59 months who are anaemic (<11,57.7,48.6
Uttarakhand,5,Almora,9,Anaemia among Children and Women,Non-pregnant women age 15-49 years who are anaemic (<12,34,32.7
Uttarakhand,5,Almora,9,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic (<11,14.5,40.4
Uttarakhand,5,Almora,9,Anaemia among Children and Women,All women age 15-49 years who are anaemic22 (%),33.4,32.9
Uttarakhand,5,Almora,9,Anaemia among Children and Women,All women age 15-19 years who are anaemic22 (%),31.8,34
Uttarakhand,5,Almora,9,Blood Sugar Level among women,Blood sugar level - high (141-160 mg/dl)23 (%),5.3,0
Uttarakhand,5,Almora,9,Blood Sugar Level among women,Blood sugar level - very high (>160 mg/dl)23 (%),3.7,0
Uttarakhand,5,Almora,9,Blood Sugar Level among women,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),9.5,0
Uttarakhand,5,Almora,9,Blood Sugar Level among men,Blood sugar level - high (141-160 mg/dl)23 (%),6.9,0
Uttarakhand,5,Almora,9,Blood Sugar Level among men,Blood sugar level - very high (>160 mg/dl)23 (%),5.9,0
Uttarakhand,5,Almora,9,Blood Sugar Level among men,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),14,0
Uttarakhand,5,Almora,9,Hypertension among women,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6,0
Uttarakhand,5,Almora,9,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),8.2,0
Uttarakhand,5,Almora,9,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),24.6,0
Uttarakhand,5,Almora,9,Hypertension among men,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.6,0
Uttarakhand,5,Almora,9,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),12.2,0
Uttarakhand,5,Almora,9,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),33.2,0
Uttarakhand,5,Almora,9,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0,0
Uttarakhand,5,Almora,9,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0.7,0
Uttarakhand,5,Almora,9,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.4,0
Uttarakhand,5,Almora,9,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),5.5,0
Uttarakhand,5,Almora,9,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),44.3,0
Uttarakhand,5,Almora,9,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.1,0
Uttarakhand,5,Almora,9,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),31.8,0
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Female population age 6 years and above who ever attended school (%),73.9,73.3
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Population below age 15 years (%),24.6,29.5
Uttarakhand,5,Bageshwar,8,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1174,1144
Uttarakhand,5,Bageshwar,8,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",940,879
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),94.7,69.5
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),76.1,0
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Population living in households with electricity (%),99.8,97.6
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Population living in households with an improved drinking-water source1 (%),92,82.7
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Population living in households that use an improved sanitation facility2 (%),88.5,68.7
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Households using clean fuel for cooking3 (%),34.6,23
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Households using iodized salt (%),98.6,94.8
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),71.9,34.2
Uttarakhand,5,Bageshwar,8,Population and Household Profile,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),41.8,0
Uttarakhand,5,Bageshwar,8,Characteristics of Women,Women who are literate4 (%),87.2,0
Uttarakhand,5,Bageshwar,8,Characteristics of Women,Women with 10 or more years of schooling (%),52.2,42.8
Uttarakhand,5,Bageshwar,8,Marriage and Fertility,Women age 20-24 years married before age 18 years (%),12.9,20.1
Uttarakhand,5,Bageshwar,8,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),0.7,3.1
Uttarakhand,5,Bageshwar,8,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.7,4.1
Uttarakhand,5,Bageshwar,8,Marriage and Fertility,Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),91.2,76.1
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Any method6 (%),78.8,57.9
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Any modern method6 (%),66.4,54.7
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Female sterilization (%),33.4,40.6
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Male sterilization (%),4.2,2.8
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,IUD/PPIUD (%),1.5,2.2
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Pill (%),2.6,0.9
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Condom (%),23.1,8.2
Uttarakhand,5,Bageshwar,8,Current Use of Family Planning Methods,Injectables (%),0.4,0
Uttarakhand,5,Bageshwar,8,Unmet Need for Family Planning,Total unmet need7 (%),8.4,17.8
Uttarakhand,5,Bageshwar,8,Unmet Need for Family Planning,Unmet need for spacing7 (%),2.9,6.7
Uttarakhand,5,Bageshwar,8,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),17.3,15.7
Uttarakhand,5,Bageshwar,8,Quality of Family Planning Services,Current users ever told about side effects of current method8 (%),58.2,54.4
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Mothers who had an antenatal check-up in the first trimester (%),63.8,42
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),67.9,23.4
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus9 (%),94.8,92.1
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),42.4,23.6
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),25.1,10.1
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,95.7
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78.1,42.1
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Average out-of-pocket expenditure per delivery in a public health facility (Rs,2542,2413
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0,2.8
Uttarakhand,5,Bageshwar,8,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.8,0
Uttarakhand,5,Bageshwar,8,Delivery Care,Institutional births (%),82,55.9
Uttarakhand,5,Bageshwar,8,Delivery Care,Institutional births in public facility (%),75.1,49.6
Uttarakhand,5,Bageshwar,8,Delivery Care,Home births that were conducted by skilled health personnel10 (%),3.7,6.9
Uttarakhand,5,Bageshwar,8,Delivery Care,Births attended by skilled health personnel10 (%),85,62.3
Uttarakhand,5,Bageshwar,8,Delivery Care,Births delivered by caesarean section (%),12.4,8.7
Uttarakhand,5,Bageshwar,8,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),0,0
Uttarakhand,5,Bageshwar,8,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),9.9,10.8
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),86.9,60.2
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),91,63
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received BCG (%),95.3,89.6
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of polio vaccine13 (%),88.8,70.9
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.8,89.6
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.2,80.5
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.7,0
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),41.9,0
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.6,60
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),37,35.6
Uttarakhand,5,Bageshwar,8,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.5,94.8
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0,0
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4,21.1
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),0,46.5
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),0,9.5
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,57.9
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,6.5
Uttarakhand,5,Bageshwar,8,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),0,60
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth15 (%),37,33.2
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed16 (%),0,21.5
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),0,0
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,"Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",6.4,11.5
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,"Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",0,0
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,"Total children age 6-23 months receiving an adequate diet16, 17 (%)",7.2,11.1
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age)18 (%),23.6,25.1
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height)18 (%),7.7,26.3
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height)19 (%),3.7,13.5
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age)18 (%),11.9,27.2
Uttarakhand,5,Bageshwar,8,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height)20 (%),3.5,3.9
Uttarakhand,5,Bageshwar,8,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18,17.2,24.9
Uttarakhand,5,Bageshwar,8,Nutritional Status of Women,Women who are overweight or obese (BMI ‚â•25,17.6,10.2
Uttarakhand,5,Bageshwar,8,Nutritional Status of Women,Women who have high risk waist-to-hip ratio (‚â•0,53.5,0
Uttarakhand,5,Bageshwar,8,Anaemia among Children and Women,Children age 6-59 months who are anaemic (<11,43.7,49
Uttarakhand,5,Bageshwar,8,Anaemia among Children and Women,Non-pregnant women age 15-49 years who are anaemic (<12,27.8,41.1
Uttarakhand,5,Bageshwar,8,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic (<11,27.6,47.1
Uttarakhand,5,Bageshwar,8,Anaemia among Children and Women,All women age 15-49 years who are anaemic22 (%),27.8,41.3
Uttarakhand,5,Bageshwar,8,Anaemia among Children and Women,All women age 15-19 years who are anaemic22 (%),27.3,37.5
Uttarakhand,5,Bageshwar,8,Blood Sugar Level among women,Blood sugar level - high (141-160 mg/dl)23 (%),3.8,0
Uttarakhand,5,Bageshwar,8,Blood Sugar Level among women,Blood sugar level - very high (>160 mg/dl)23 (%),3.8,0
Uttarakhand,5,Bageshwar,8,Blood Sugar Level among women,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),7.9,0
Uttarakhand,5,Bageshwar,8,Blood Sugar Level among men,Blood sugar level - high (141-160 mg/dl)23 (%),4.6,0
Uttarakhand,5,Bageshwar,8,Blood Sugar Level among men,Blood sugar level - very high (>160 mg/dl)23 (%),6,0
Uttarakhand,5,Bageshwar,8,Blood Sugar Level among men,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),12,0
Uttarakhand,5,Bageshwar,8,Hypertension among women,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,0
Uttarakhand,5,Bageshwar,8,Hypertension among women,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),5.7,0
Uttarakhand,5,Bageshwar,8,Hypertension among women,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),20.2,0
Uttarakhand,5,Bageshwar,8,Hypertension among men,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.8,0
Uttarakhand,5,Bageshwar,8,Hypertension among men,Moderately or severely elevated blood pressure (Systolic ‚â•160mm of Hg and/or Diastolic ‚â•100mm of Hg) (%),11.9,0
Uttarakhand,5,Bageshwar,8,Hypertension among men,Elevated blood pressure (Systolic ‚â•140 mm of Hg and/or Diastolic ‚â•90 mm of Hg) or taking medicine to control blood pressure (%),34.9,0
Uttarakhand,5,Bageshwar,8,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0,0
Uttarakhand,5,Bageshwar,8,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0,0
Uttarakhand,5,Bageshwar,8,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0,0
Uttarakhand,5,Bageshwar,8,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),7.7,0
Uttarakhand,5,Bageshwar,8,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),43.7,0
Uttarakhand,5,Bageshwar,8,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.5,0
Uttarakhand,5,Bageshwar,8,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),39.5,0
Uttarakhand,5,Chamoli,2,Population and Household Profile,Female population age 6 years and above who ever attended school (%),79.1,74.3
Uttarakhand,5,Chamoli,2,Population and Household Profile,Population below age 15 years (%),26.1,29.8
Uttarakhand,5,Chamoli,2,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1087,1150
Uttarakhand,5,Chamoli,2,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1026,950
Uttarakhand,5,Chamoli,2,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),96.9,89.7
Uttarakhand,5,Chamoli,2,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),66.5,0
Uttarakhand,5,Chamoli,2,Population and Household Profile,Population living in households with electricity (%),99.5,95.9
Uttarakhand,5,Chamoli,2,Population and Household Profile,Population living in households with an improved drinking-water source1 (%),94.4,92.9
